user_id,product_id,hour,day_of_week,is_weekend,interaction_score,day,weekday,evt_add_to_cart,evt_click,evt_view,user_total_score,user_avg_score,unique_products_viewed,product_view_count
1008,37,7,5,1,1,6,5,0,0,1,978,1.9520958083832336,50,106
1002,37,0,0,0,2,1,0,0,1,0,959,1.891518737672584,50,106
1019,4,14,2,0,1,3,2,0,0,1,963,1.8956692913385824,50,115
1014,23,6,1,0,3,2,1,1,0,0,978,1.8771593090211127,50,90
1004,14,22,5,1,2,6,5,0,1,0,961,1.9532520325203253,50,103
1012,23,0,5,1,2,6,5,0,1,0,860,1.894273127753304,50,90
1002,8,4,3,0,1,4,3,0,0,1,959,1.891518737672584,50,93
1010,29,16,1,0,3,2,1,1,0,0,1023,1.922932330827068,50,100
1006,6,5,5,1,4,6,5,0,0,0,922,1.8626262626262624,50,104
1015,29,8,3,0,2,4,3,0,1,0,1037,1.982791586998088,50,100
1009,2,8,4,0,3,5,4,1,0,0,884,1.9175704989154008,50,102
1009,15,1,5,1,4,6,5,0,0,0,884,1.9175704989154008,50,120
1018,17,11,5,1,2,6,5,0,1,0,1032,1.897058823529412,50,107
1007,42,21,1,0,1,2,1,0,0,1,856,1.8329764453961457,50,93
1003,3,8,1,0,1,2,1,0,0,1,941,1.8523622047244093,50,115
1008,1,6,1,0,3,2,1,1,0,0,978,1.9520958083832336,50,102
1006,4,16,2,0,2,3,2,0,1,0,922,1.8626262626262624,50,115
1012,31,6,1,0,1,2,1,0,0,1,860,1.894273127753304,50,94
1002,3,9,5,1,1,6,5,0,0,1,959,1.891518737672584,50,115
1005,44,22,3,0,1,4,3,0,0,1,973,1.8893203883495149,50,103
1017,26,1,2,0,3,3,2,1,0,0,892,1.8739495798319328,50,112
1006,25,4,5,1,1,6,5,0,0,1,922,1.8626262626262624,50,102
1011,11,18,0,0,1,1,0,0,0,1,925,1.824457593688363,50,103
1019,16,7,5,1,1,6,5,0,0,1,963,1.8956692913385824,50,91
1013,19,22,5,1,1,6,5,0,0,1,934,1.9218106995884772,50,106
1019,5,14,4,0,1,5,4,0,0,1,963,1.8956692913385824,50,85
1007,8,23,0,0,1,1,0,0,0,1,856,1.8329764453961457,50,93
1002,40,15,0,0,3,1,0,1,0,0,959,1.891518737672584,50,100
1003,36,0,2,0,1,3,2,0,0,1,941,1.8523622047244093,50,86
1001,39,7,5,1,2,6,5,0,1,0,966,1.861271676300578,50,106
1008,32,21,3,0,2,4,3,0,1,0,978,1.9520958083832336,50,107
1019,46,4,0,0,1,1,0,0,0,1,963,1.8956692913385824,50,114
1018,18,18,0,0,1,1,0,0,0,1,1032,1.897058823529412,50,83
1014,36,1,2,0,1,3,2,0,0,1,978,1.8771593090211127,50,86
1010,43,12,6,1,4,7,6,0,0,0,1023,1.922932330827068,50,104
1018,1,5,3,0,3,4,3,1,0,0,1032,1.897058823529412,50,102
1013,21,17,0,0,3,1,0,1,0,0,934,1.9218106995884772,50,100
1007,35,8,4,0,1,5,4,0,0,1,856,1.8329764453961457,50,102
1016,33,10,2,0,3,3,2,1,0,0,948,1.9268292682926829,50,97
1009,13,18,1,0,1,2,1,0,0,1,884,1.9175704989154008,50,104
1010,16,11,5,1,1,6,5,0,0,1,1023,1.922932330827068,50,91
1009,21,9,3,0,3,4,3,1,0,0,884,1.9175704989154008,50,100
1020,10,22,0,0,1,1,0,0,0,1,934,1.913934426229508,50,118
1009,30,16,2,0,4,3,2,0,0,0,884,1.9175704989154008,50,115
1009,39,16,6,1,1,7,6,0,0,1,884,1.9175704989154008,50,106
1009,32,4,5,1,1,6,5,0,0,1,884,1.9175704989154008,50,107
1017,48,22,6,1,1,30,6,0,0,1,892,1.8739495798319328,50,105
1017,6,9,2,0,1,3,2,0,0,1,892,1.8739495798319328,50,104
1012,41,23,1,0,1,2,1,0,0,1,860,1.894273127753304,50,101
1012,40,22,5,1,4,6,5,0,0,0,860,1.894273127753304,50,100
1002,21,1,2,0,1,3,2,0,0,1,959,1.891518737672584,50,100
1019,30,7,3,0,1,4,3,0,0,1,963,1.8956692913385824,50,115
1015,9,13,1,0,1,2,1,0,0,1,1037,1.982791586998088,50,95
1013,38,14,2,0,2,3,2,0,1,0,934,1.9218106995884772,50,105
1006,4,2,4,0,1,5,4,0,0,1,922,1.8626262626262624,50,115
1019,17,3,5,1,1,6,5,0,0,1,963,1.8956692913385824,50,107
1003,40,6,2,0,4,3,2,0,0,0,941,1.8523622047244093,50,100
1014,4,9,4,0,1,5,4,0,0,1,978,1.8771593090211127,50,115
1013,37,8,5,1,3,6,5,1,0,0,934,1.9218106995884772,50,106
1018,28,7,2,0,1,3,2,0,0,1,1032,1.897058823529412,50,89
1019,35,16,4,0,1,5,4,0,0,1,963,1.8956692913385824,50,102
1015,33,11,2,0,3,3,2,1,0,0,1037,1.982791586998088,50,97
1001,33,22,0,0,3,1,0,1,0,0,966,1.861271676300578,50,97
1015,40,17,5,1,4,6,5,0,0,0,1037,1.982791586998088,50,100
1001,5,18,1,0,2,2,1,0,1,0,966,1.861271676300578,50,85
1016,30,23,2,0,3,3,2,1,0,0,948,1.9268292682926829,50,115
1002,31,14,5,1,2,6,5,0,1,0,959,1.891518737672584,50,94
1008,46,5,5,1,3,6,5,1,0,0,978,1.9520958083832336,50,114
1019,35,10,6,1,2,7,6,0,1,0,963,1.8956692913385824,50,102
1020,31,11,5,1,1,6,5,0,0,1,934,1.913934426229508,50,94
1006,32,16,4,0,3,5,4,1,0,0,922,1.8626262626262624,50,107
1010,10,7,4,0,2,5,4,0,1,0,1023,1.922932330827068,50,118
1005,44,21,1,0,3,2,1,1,0,0,973,1.8893203883495149,50,103
1015,34,15,3,0,3,4,3,1,0,0,1037,1.982791586998088,50,101
1004,36,17,5,1,1,6,5,0,0,1,961,1.9532520325203253,50,86
1002,13,20,4,0,2,5,4,0,1,0,959,1.891518737672584,50,104
1003,17,13,0,0,3,1,0,1,0,0,941,1.8523622047244093,50,107
1004,38,14,0,0,3,1,0,1,0,0,961,1.9532520325203253,50,105
1001,45,14,0,0,3,1,0,1,0,0,966,1.861271676300578,50,70
1009,34,10,2,0,2,3,2,0,1,0,884,1.9175704989154008,50,101
1007,15,8,6,1,1,7,6,0,0,1,856,1.8329764453961457,50,120
1008,50,12,5,1,2,6,5,0,1,0,978,1.9520958083832336,50,90
1012,9,1,1,0,3,2,1,1,0,0,860,1.894273127753304,50,95
1016,43,22,0,0,1,1,0,0,0,1,948,1.9268292682926829,50,104
1016,7,1,2,0,2,3,2,0,1,0,948,1.9268292682926829,50,96
1011,49,12,5,1,1,6,5,0,0,1,925,1.824457593688363,50,83
1013,22,15,5,1,1,6,5,0,0,1,934,1.9218106995884772,50,96
1016,17,15,6,1,2,7,6,0,1,0,948,1.9268292682926829,50,107
1008,4,4,1,0,1,2,1,0,0,1,978,1.9520958083832336,50,115
1007,40,23,3,0,1,4,3,0,0,1,856,1.8329764453961457,50,100
1001,27,22,0,0,1,1,0,0,0,1,966,1.861271676300578,50,92
1007,27,16,6,1,1,7,6,0,0,1,856,1.8329764453961457,50,92
1014,22,11,1,0,1,2,1,0,0,1,978,1.8771593090211127,50,96
1003,16,18,6,1,1,7,6,0,0,1,941,1.8523622047244093,50,91
1002,48,8,5,1,1,6,5,0,0,1,959,1.891518737672584,50,105
1019,30,22,3,0,1,4,3,0,0,1,963,1.8956692913385824,50,115
1008,19,16,3,0,1,4,3,0,0,1,978,1.9520958083832336,50,106
1004,30,9,5,1,3,6,5,1,0,0,961,1.9532520325203253,50,115
1003,27,20,2,0,4,3,2,0,0,0,941,1.8523622047244093,50,92
1009,7,11,3,0,2,4,3,0,1,0,884,1.9175704989154008,50,96
1019,45,9,2,0,4,3,2,0,0,0,963,1.8956692913385824,50,70
1015,9,5,0,0,1,1,0,0,0,1,1037,1.982791586998088,50,95
1016,33,17,1,0,2,2,1,0,1,0,948,1.9268292682926829,50,97
1004,37,22,2,0,1,3,2,0,0,1,961,1.9532520325203253,50,106
1013,26,17,2,0,3,3,2,1,0,0,934,1.9218106995884772,50,112
1004,43,15,0,0,1,1,0,0,0,1,961,1.9532520325203253,50,104
1015,20,7,0,0,1,1,0,0,0,1,1037,1.982791586998088,50,102
1015,26,14,2,0,1,3,2,0,0,1,1037,1.982791586998088,50,112
1013,46,19,1,0,1,2,1,0,0,1,934,1.9218106995884772,50,114
1003,42,22,3,0,3,4,3,1,0,0,941,1.8523622047244093,50,93
1011,36,21,2,0,2,3,2,0,1,0,925,1.824457593688363,50,86
1012,33,23,6,1,1,30,6,0,0,1,860,1.894273127753304,50,97
1001,21,3,4,0,4,5,4,0,0,0,966,1.861271676300578,50,100
1017,15,9,2,0,2,3,2,0,1,0,892,1.8739495798319328,50,120
1001,38,19,4,0,1,5,4,0,0,1,966,1.861271676300578,50,105
1017,33,3,0,0,1,1,0,0,0,1,892,1.8739495798319328,50,97
1014,16,16,1,0,2,2,1,0,1,0,978,1.8771593090211127,50,91
1020,12,14,1,0,1,2,1,0,0,1,934,1.913934426229508,50,94
1013,13,19,1,0,1,2,1,0,0,1,934,1.9218106995884772,50,104
1014,48,2,1,0,1,2,1,0,0,1,978,1.8771593090211127,50,105
1009,50,2,0,0,1,1,0,0,0,1,884,1.9175704989154008,50,90
1010,35,16,2,0,2,3,2,0,1,0,1023,1.922932330827068,50,102
1010,24,13,5,1,2,6,5,0,1,0,1023,1.922932330827068,50,101
1005,6,22,6,1,1,7,6,0,0,1,973,1.8893203883495149,50,104
1006,43,3,0,0,2,1,0,0,1,0,922,1.8626262626262624,50,104
1005,31,10,5,1,3,6,5,1,0,0,973,1.8893203883495149,50,94
1006,36,5,0,0,2,1,0,0,1,0,922,1.8626262626262624,50,86
1005,49,22,0,0,1,1,0,0,0,1,973,1.8893203883495149,50,83
1009,24,20,1,0,2,2,1,0,1,0,884,1.9175704989154008,50,101
1010,49,12,5,1,1,6,5,0,0,1,1023,1.922932330827068,50,83
1014,3,4,2,0,1,3,2,0,0,1,978,1.8771593090211127,50,115
1004,3,3,1,0,1,2,1,0,0,1,961,1.9532520325203253,50,115
1014,29,13,1,0,1,2,1,0,0,1,978,1.8771593090211127,50,100
1005,32,10,2,0,1,3,2,0,0,1,973,1.8893203883495149,50,107
1002,15,23,5,1,1,6,5,0,0,1,959,1.891518737672584,50,120
1017,45,9,6,1,2,7,6,0,1,0,892,1.8739495798319328,50,70
1001,34,12,3,0,2,4,3,0,1,0,966,1.861271676300578,50,101
1017,27,11,3,0,2,4,3,0,1,0,892,1.8739495798319328,50,92
1009,29,15,2,0,1,3,2,0,0,1,884,1.9175704989154008,50,100
1005,46,23,5,1,3,6,5,1,0,0,973,1.8893203883495149,50,114
1012,46,22,6,1,1,30,6,0,0,1,860,1.894273127753304,50,114
1008,18,11,1,0,1,2,1,0,0,1,978,1.9520958083832336,50,83
1015,6,8,0,0,3,1,0,1,0,0,1037,1.982791586998088,50,104
1006,20,17,0,0,3,1,0,1,0,0,922,1.8626262626262624,50,102
1006,4,2,3,0,3,4,3,1,0,0,922,1.8626262626262624,50,115
1020,50,20,1,0,4,2,1,0,0,0,934,1.913934426229508,50,90
1013,2,21,1,0,4,2,1,0,0,0,934,1.9218106995884772,50,102
1013,7,2,6,1,2,7,6,0,1,0,934,1.9218106995884772,50,96
1008,46,14,4,0,2,5,4,0,1,0,978,1.9520958083832336,50,114
1006,26,19,4,0,1,5,4,0,0,1,922,1.8626262626262624,50,112
1006,50,7,3,0,1,4,3,0,0,1,922,1.8626262626262624,50,90
1004,8,0,2,0,1,3,2,0,0,1,961,1.9532520325203253,50,93
1015,2,1,4,0,1,5,4,0,0,1,1037,1.982791586998088,50,102
1015,22,7,4,0,1,5,4,0,0,1,1037,1.982791586998088,50,96
1012,12,3,1,0,3,2,1,1,0,0,860,1.894273127753304,50,94
1014,50,19,4,0,1,5,4,0,0,1,978,1.8771593090211127,50,90
1008,31,15,2,0,3,3,2,1,0,0,978,1.9520958083832336,50,94
1001,15,19,0,0,1,1,0,0,0,1,966,1.861271676300578,50,120
1011,4,11,4,0,1,5,4,0,0,1,925,1.824457593688363,50,115
1020,31,20,0,0,3,1,0,1,0,0,934,1.913934426229508,50,94
1014,23,5,5,1,1,6,5,0,0,1,978,1.8771593090211127,50,90
1009,50,16,6,1,1,7,6,0,0,1,884,1.9175704989154008,50,90
1001,11,5,1,0,1,2,1,0,0,1,966,1.861271676300578,50,103
1014,38,11,4,0,2,5,4,0,1,0,978,1.8771593090211127,50,105
1015,36,17,2,0,1,3,2,0,0,1,1037,1.982791586998088,50,86
1005,45,3,4,0,4,5,4,0,0,0,973,1.8893203883495149,50,70
1007,25,19,0,0,1,1,0,0,0,1,856,1.8329764453961457,50,102
1003,37,0,0,0,1,1,0,0,0,1,941,1.8523622047244093,50,106
1004,15,12,6,1,1,7,6,0,0,1,961,1.9532520325203253,50,120
1009,50,4,1,0,2,2,1,0,1,0,884,1.9175704989154008,50,90
1014,23,19,1,0,1,2,1,0,0,1,978,1.8771593090211127,50,90
1006,44,21,0,0,1,1,0,0,0,1,922,1.8626262626262624,50,103
1017,11,15,4,0,1,5,4,0,0,1,892,1.8739495798319328,50,103
1004,30,10,4,0,2,5,4,0,1,0,961,1.9532520325203253,50,115
1016,49,15,5,1,1,6,5,0,0,1,948,1.9268292682926829,50,83
1018,3,14,2,0,1,3,2,0,0,1,1032,1.897058823529412,50,115
1004,27,7,3,0,1,4,3,0,0,1,961,1.9532520325203253,50,92
1003,33,21,0,0,1,1,0,0,0,1,941,1.8523622047244093,50,97
1012,21,19,5,1,1,6,5,0,0,1,860,1.894273127753304,50,100
1020,39,10,3,0,2,4,3,0,1,0,934,1.913934426229508,50,106
1005,47,7,0,0,1,1,0,0,0,1,973,1.8893203883495149,50,93
1008,50,0,1,0,4,2,1,0,0,0,978,1.9520958083832336,50,90
1014,34,8,0,0,2,1,0,0,1,0,978,1.8771593090211127,50,101
1004,17,22,3,0,3,4,3,1,0,0,961,1.9532520325203253,50,107
1008,27,21,3,0,3,4,3,1,0,0,978,1.9520958083832336,50,92
1005,29,5,1,0,3,2,1,1,0,0,973,1.8893203883495149,50,100
1016,31,13,0,0,4,1,0,0,0,0,948,1.9268292682926829,50,94
1008,33,19,4,0,1,5,4,0,0,1,978,1.9520958083832336,50,97
1006,37,22,5,1,1,6,5,0,0,1,922,1.8626262626262624,50,106
1019,10,4,1,0,1,2,1,0,0,1,963,1.8956692913385824,50,118
1003,34,21,0,0,1,1,0,0,0,1,941,1.8523622047244093,50,101
1015,41,12,5,1,1,6,5,0,0,1,1037,1.982791586998088,50,101
1007,10,5,0,0,4,1,0,0,0,0,856,1.8329764453961457,50,118
1016,39,8,6,1,3,7,6,1,0,0,948,1.9268292682926829,50,106
1012,46,10,2,0,4,3,2,0,0,0,860,1.894273127753304,50,114
1019,43,4,0,0,4,1,0,0,0,0,963,1.8956692913385824,50,104
1005,39,12,1,0,1,2,1,0,0,1,973,1.8893203883495149,50,106
1020,14,11,1,0,1,2,1,0,0,1,934,1.913934426229508,50,103
1010,49,12,3,0,1,4,3,0,0,1,1023,1.922932330827068,50,83
1020,41,16,3,0,4,4,3,0,0,0,934,1.913934426229508,50,101
1006,23,3,2,0,3,3,2,1,0,0,922,1.8626262626262624,50,90
1005,26,15,0,0,1,1,0,0,0,1,973,1.8893203883495149,50,112
1007,1,16,2,0,1,3,2,0,0,1,856,1.8329764453961457,50,102
1013,13,22,3,0,1,4,3,0,0,1,934,1.9218106995884772,50,104
1007,45,17,2,0,2,3,2,0,1,0,856,1.8329764453961457,50,70
1005,44,17,2,0,1,3,2,0,0,1,973,1.8893203883495149,50,103
1020,4,3,0,0,2,1,0,0,1,0,934,1.913934426229508,50,115
1010,30,13,1,0,1,2,1,0,0,1,1023,1.922932330827068,50,115
1018,19,15,1,0,2,2,1,0,1,0,1032,1.897058823529412,50,106
1010,15,13,4,0,1,5,4,0,0,1,1023,1.922932330827068,50,120
1003,43,14,1,0,1,2,1,0,0,1,941,1.8523622047244093,50,104
1011,7,12,6,1,4,7,6,0,0,0,925,1.824457593688363,50,96
1010,3,10,2,0,1,3,2,0,0,1,1023,1.922932330827068,50,115
1012,18,23,2,0,3,3,2,1,0,0,860,1.894273127753304,50,83
1002,42,4,6,1,3,7,6,1,0,0,959,1.891518737672584,50,93
1010,48,2,2,0,2,3,2,0,1,0,1023,1.922932330827068,50,105
1013,18,6,3,0,1,4,3,0,0,1,934,1.9218106995884772,50,83
1009,13,18,5,1,4,6,5,0,0,0,884,1.9175704989154008,50,104
1002,40,20,1,0,2,2,1,0,1,0,959,1.891518737672584,50,100
1001,40,0,3,0,1,4,3,0,0,1,966,1.861271676300578,50,100
1019,7,20,2,0,1,3,2,0,0,1,963,1.8956692913385824,50,96
1020,3,10,0,0,1,1,0,0,0,1,934,1.913934426229508,50,115
1010,25,10,3,0,2,4,3,0,1,0,1023,1.922932330827068,50,102
1015,20,16,6,1,3,7,6,1,0,0,1037,1.982791586998088,50,102
1008,14,9,0,0,1,1,0,0,0,1,978,1.9520958083832336,50,103
1012,39,11,0,0,4,1,0,0,0,0,860,1.894273127753304,50,106
1001,36,10,6,1,2,7,6,0,1,0,966,1.861271676300578,50,86
1008,31,23,4,0,3,5,4,1,0,0,978,1.9520958083832336,50,94
1001,41,20,1,0,3,2,1,1,0,0,966,1.861271676300578,50,101
1003,16,22,0,0,2,1,0,0,1,0,941,1.8523622047244093,50,91
1019,29,16,1,0,1,2,1,0,0,1,963,1.8956692913385824,50,100
1005,5,9,5,1,3,6,5,1,0,0,973,1.8893203883495149,50,85
1013,24,14,0,0,4,1,0,0,0,0,934,1.9218106995884772,50,101
1003,17,10,1,0,1,2,1,0,0,1,941,1.8523622047244093,50,107
1008,32,9,4,0,3,5,4,1,0,0,978,1.9520958083832336,50,107
1016,22,4,0,0,1,1,0,0,0,1,948,1.9268292682926829,50,96
1008,7,18,5,1,1,6,5,0,0,1,978,1.9520958083832336,50,96
1015,14,23,0,0,4,1,0,0,0,0,1037,1.982791586998088,50,103
1015,48,4,4,0,1,5,4,0,0,1,1037,1.982791586998088,50,105
1006,36,8,5,1,1,6,5,0,0,1,922,1.8626262626262624,50,86
1019,49,8,6,1,1,7,6,0,0,1,963,1.8956692913385824,50,83
1006,11,19,5,1,1,6,5,0,0,1,922,1.8626262626262624,50,103
1006,42,3,0,0,1,1,0,0,0,1,922,1.8626262626262624,50,93
1017,50,22,2,0,3,3,2,1,0,0,892,1.8739495798319328,50,90
1011,22,4,5,1,2,6,5,0,1,0,925,1.824457593688363,50,96
1005,36,8,0,0,3,1,0,1,0,0,973,1.8893203883495149,50,86
1017,38,17,0,0,1,1,0,0,0,1,892,1.8739495798319328,50,105
1001,7,10,6,1,1,7,6,0,0,1,966,1.861271676300578,50,96
1017,11,15,5,1,1,6,5,0,0,1,892,1.8739495798319328,50,103
1003,34,1,2,0,4,3,2,0,0,0,941,1.8523622047244093,50,101
1001,5,1,5,1,1,6,5,0,0,1,966,1.861271676300578,50,85
1017,39,2,0,0,1,1,0,0,0,1,892,1.8739495798319328,50,106
1014,49,0,4,0,1,5,4,0,0,1,978,1.8771593090211127,50,83
1003,38,13,6,1,1,7,6,0,0,1,941,1.8523622047244093,50,105
1010,48,3,0,0,1,1,0,0,0,1,1023,1.922932330827068,50,105
1004,28,0,0,0,2,1,0,0,1,0,961,1.9532520325203253,50,89
1014,48,20,2,0,1,3,2,0,0,1,978,1.8771593090211127,50,105
1014,44,20,1,0,1,2,1,0,0,1,978,1.8771593090211127,50,103
1008,49,13,1,0,2,2,1,0,1,0,978,1.9520958083832336,50,83
1007,33,11,5,1,3,6,5,1,0,0,856,1.8329764453961457,50,97
1018,13,12,4,0,2,5,4,0,1,0,1032,1.897058823529412,50,104
1019,19,0,2,0,2,3,2,0,1,0,963,1.8956692913385824,50,106
1018,41,18,4,0,4,5,4,0,0,0,1032,1.897058823529412,50,101
1011,41,14,6,1,1,7,6,0,0,1,925,1.824457593688363,50,101
1014,21,21,2,0,1,3,2,0,0,1,978,1.8771593090211127,50,100
1006,50,16,3,0,2,4,3,0,1,0,922,1.8626262626262624,50,90
1007,4,17,1,0,1,2,1,0,0,1,856,1.8329764453961457,50,115
1015,23,16,4,0,3,5,4,1,0,0,1037,1.982791586998088,50,90
1008,16,7,4,0,1,5,4,0,0,1,978,1.9520958083832336,50,91
1012,26,21,0,0,2,1,0,0,1,0,860,1.894273127753304,50,112
1003,8,16,1,0,4,2,1,0,0,0,941,1.8523622047244093,50,93
1009,6,9,5,1,1,6,5,0,0,1,884,1.9175704989154008,50,104
1009,26,6,1,0,2,2,1,0,1,0,884,1.9175704989154008,50,112
1014,34,14,1,0,3,2,1,1,0,0,978,1.8771593090211127,50,101
1006,23,16,0,0,1,1,0,0,0,1,922,1.8626262626262624,50,90
1001,14,18,1,0,2,2,1,0,1,0,966,1.861271676300578,50,103
1009,6,22,1,0,1,2,1,0,0,1,884,1.9175704989154008,50,104
1020,20,3,0,0,1,1,0,0,0,1,934,1.913934426229508,50,102
1002,10,2,4,0,3,5,4,1,0,0,959,1.891518737672584,50,118
1013,25,1,4,0,2,5,4,0,1,0,934,1.9218106995884772,50,102
1005,44,14,6,1,1,7,6,0,0,1,973,1.8893203883495149,50,103
1012,36,8,1,0,1,2,1,0,0,1,860,1.894273127753304,50,86
1016,35,0,0,0,1,1,0,0,0,1,948,1.9268292682926829,50,102
1014,19,16,6,1,4,7,6,0,0,0,978,1.8771593090211127,50,106
1006,30,20,3,0,3,4,3,1,0,0,922,1.8626262626262624,50,115
1003,4,18,5,1,3,6,5,1,0,0,941,1.8523622047244093,50,115
1004,42,13,5,1,1,6,5,0,0,1,961,1.9532520325203253,50,93
1013,44,19,0,0,4,1,0,0,0,0,934,1.9218106995884772,50,103
1020,8,6,4,0,2,5,4,0,1,0,934,1.913934426229508,50,93
1014,15,5,4,0,1,5,4,0,0,1,978,1.8771593090211127,50,120
1013,44,16,0,0,3,1,0,1,0,0,934,1.9218106995884772,50,103
1002,24,16,2,0,1,3,2,0,0,1,959,1.891518737672584,50,101
1014,32,16,3,0,3,4,3,1,0,0,978,1.8771593090211127,50,107
1011,17,8,3,0,1,4,3,0,0,1,925,1.824457593688363,50,107
1013,41,7,5,1,1,6,5,0,0,1,934,1.9218106995884772,50,101
1019,4,7,0,0,1,1,0,0,0,1,963,1.8956692913385824,50,115
1003,38,13,6,1,1,7,6,0,0,1,941,1.8523622047244093,50,105
1019,25,17,5,1,4,6,5,0,0,0,963,1.8956692913385824,50,102
1005,3,8,2,0,2,3,2,0,1,0,973,1.8893203883495149,50,115
1008,13,19,3,0,1,4,3,0,0,1,978,1.9520958083832336,50,104
1008,16,15,6,1,1,7,6,0,0,1,978,1.9520958083832336,50,91
1015,29,18,6,1,1,7,6,0,0,1,1037,1.982791586998088,50,100
1001,36,16,5,1,3,6,5,1,0,0,966,1.861271676300578,50,86
1015,14,19,0,0,1,1,0,0,0,1,1037,1.982791586998088,50,103
1005,50,7,0,0,1,1,0,0,0,1,973,1.8893203883495149,50,90
1018,43,23,1,0,1,2,1,0,0,1,1032,1.897058823529412,50,104
1015,19,15,3,0,2,4,3,0,1,0,1037,1.982791586998088,50,106
1014,46,2,2,0,2,3,2,0,1,0,978,1.8771593090211127,50,114
1003,5,12,3,0,1,4,3,0,0,1,941,1.8523622047244093,50,85
1010,38,18,4,0,1,5,4,0,0,1,1023,1.922932330827068,50,105
1003,48,7,6,1,1,7,6,0,0,1,941,1.8523622047244093,50,105
1013,27,7,2,0,2,3,2,0,1,0,934,1.9218106995884772,50,92
1017,32,3,3,0,1,4,3,0,0,1,892,1.8739495798319328,50,107
1003,28,1,6,1,1,7,6,0,0,1,941,1.8523622047244093,50,89
1019,32,9,5,1,1,6,5,0,0,1,963,1.8956692913385824,50,107
1015,4,0,1,0,1,2,1,0,0,1,1037,1.982791586998088,50,115
1011,24,22,6,1,1,7,6,0,0,1,925,1.824457593688363,50,101
1001,4,22,2,0,1,3,2,0,0,1,966,1.861271676300578,50,115
1013,1,22,5,1,4,6,5,0,0,0,934,1.9218106995884772,50,102
1011,8,15,0,0,1,1,0,0,0,1,925,1.824457593688363,50,93
1013,43,21,0,0,2,1,0,0,1,0,934,1.9218106995884772,50,104
1017,22,18,4,0,1,5,4,0,0,1,892,1.8739495798319328,50,96
1004,29,21,4,0,1,5,4,0,0,1,961,1.9532520325203253,50,100
1006,2,13,0,0,1,1,0,0,0,1,922,1.8626262626262624,50,102
1006,28,4,5,1,1,6,5,0,0,1,922,1.8626262626262624,50,89
1015,22,12,6,1,3,7,6,1,0,0,1037,1.982791586998088,50,96
1015,41,18,6,1,2,7,6,0,1,0,1037,1.982791586998088,50,101
1001,36,3,6,1,1,7,6,0,0,1,966,1.861271676300578,50,86
1018,29,11,4,0,1,5,4,0,0,1,1032,1.897058823529412,50,100
1019,24,8,0,0,3,1,0,1,0,0,963,1.8956692913385824,50,101
1003,9,4,2,0,4,3,2,0,0,0,941,1.8523622047244093,50,95
1012,25,22,5,1,3,6,5,1,0,0,860,1.894273127753304,50,102
1007,19,23,5,1,1,6,5,0,0,1,856,1.8329764453961457,50,106
1014,33,20,3,0,1,4,3,0,0,1,978,1.8771593090211127,50,97
1001,5,6,4,0,2,5,4,0,1,0,966,1.861271676300578,50,85
1001,23,0,1,0,1,2,1,0,0,1,966,1.861271676300578,50,90
1005,39,7,5,1,3,6,5,1,0,0,973,1.8893203883495149,50,106
1015,15,10,0,0,2,1,0,0,1,0,1037,1.982791586998088,50,120
1011,48,16,5,1,1,6,5,0,0,1,925,1.824457593688363,50,105
1019,38,14,2,0,1,3,2,0,0,1,963,1.8956692913385824,50,105
1014,3,10,4,0,2,5,4,0,1,0,978,1.8771593090211127,50,115
1017,29,15,2,0,1,3,2,0,0,1,892,1.8739495798319328,50,100
1015,43,1,4,0,2,5,4,0,1,0,1037,1.982791586998088,50,104
1005,1,6,0,0,1,1,0,0,0,1,973,1.8893203883495149,50,102
1012,46,5,3,0,4,4,3,0,0,0,860,1.894273127753304,50,114
1016,14,15,0,0,1,1,0,0,0,1,948,1.9268292682926829,50,103
1016,36,0,4,0,3,5,4,1,0,0,948,1.9268292682926829,50,86
1019,36,9,2,0,1,3,2,0,0,1,963,1.8956692913385824,50,86
1011,8,7,0,0,2,1,0,0,1,0,925,1.824457593688363,50,93
1012,16,8,6,1,2,7,6,0,1,0,860,1.894273127753304,50,91
1002,46,22,3,0,2,4,3,0,1,0,959,1.891518737672584,50,114
1010,31,18,6,1,1,7,6,0,0,1,1023,1.922932330827068,50,94
1020,35,17,0,0,1,1,0,0,0,1,934,1.913934426229508,50,102
1018,19,1,4,0,1,5,4,0,0,1,1032,1.897058823529412,50,106
1020,1,7,1,0,4,2,1,0,0,0,934,1.913934426229508,50,102
1008,4,11,0,0,1,1,0,0,0,1,978,1.9520958083832336,50,115
1012,20,12,0,0,4,1,0,0,0,0,860,1.894273127753304,50,102
1019,36,11,2,0,1,3,2,0,0,1,963,1.8956692913385824,50,86
1006,31,5,0,0,2,1,0,0,1,0,922,1.8626262626262624,50,94
1009,40,20,4,0,4,5,4,0,0,0,884,1.9175704989154008,50,100
1016,12,4,6,1,1,7,6,0,0,1,948,1.9268292682926829,50,94
1007,29,18,4,0,3,5,4,1,0,0,856,1.8329764453961457,50,100
1002,42,17,0,0,4,1,0,0,0,0,959,1.891518737672584,50,93
1012,27,0,3,0,1,4,3,0,0,1,860,1.894273127753304,50,92
1015,31,6,6,1,1,7,6,0,0,1,1037,1.982791586998088,50,94
1009,44,22,2,0,3,3,2,1,0,0,884,1.9175704989154008,50,103
1010,50,21,1,0,2,2,1,0,1,0,1023,1.922932330827068,50,90
1007,18,18,4,0,4,5,4,0,0,0,856,1.8329764453961457,50,83
